key,source,Translation
9BE666AE490A584F9E8B8997A4787724,Find a way into the Lazarus Complex,Trova un modo per entrare nel Complesso Lazarus
0E5EC86144CFD31C568AA1BFFB23AECD,Finish fabrication,Finisci la fabbricazione
2A077C0E4B8A339A3E24338266D86CFD,First Light,Prima Luce
A6AA0B69439DCE27E91F08AF1F96A1FE,First artifact,Primo artefatto
DB38F45D4371DC4569A5E89ACB2C1A95,First delivery,Prima consegna
07D0C70E4FB0D8078D89998E8BDBDA36,Firstborn,Primogenito
0655E2D340932BBF49234BB7FE708B32,Flame Grenade,Grenade di Fiamma
5336EF144618B2C365C62298E543573A,Flashlight,Lampada
BD90843D4C41D13751C9EB84B1FDDA0F,Flashlight,Lampada
9C8418D24633B637FB211396E43E928C,Flexibility to adjust and thrive when facing new situations or changes.,Flessibilità per adattarsi e prosperare di fronte a nuove situazioni o cambiamenti.
F5C7B9204BC7E772B76322989E4EAA93,Focus,Focus
5EEF4CC649B67D68B19B98A05C5DC880,"Focuses on essential inventory management, counting stocks and maintaining basic supply records. Their work ensures day-to-day items are available, tracking simple resource movements by hand.","Si concentra sulla gestione essenziale dell'inventario, contando le scorte e mantenendo registri di base delle forniture. Il loro lavoro garantisce la disponibilità degli articoli quotidiani, tracciando semplici movimenti di risorse a mano."
DDC864E445245224F096F2966445AA20,"Focuses on the brain and nervous system, addressing space-induced neural degeneration and mental health concerns. Have mass to handle extensive operations in zero g. Expert in treating cognitive dysfunction caused by prolonged isolation.","Si concentra sul cervello e sul sistema nervoso, affrontando la degenerazione neurale indotta dallo spazio e le preoccupazioni per la salute mentale. Hanno massa per gestire operazioni estese in assenza di gravità. Esperto nel trattamento della disfunzione cognitiva causata da un'isolamento prolungato."
A09F891045F7E94C4029BDA70D65C7CD,Food,Cibo
AFA92446418EDEE464CEF29D83CF48E8,Food,Cibo
D9CB70474A38F1C1238E20B64B0A3C75,Food,Cibo
F919F14B43284781FE80D286961EF4E4,Food,Cibo
41A0EC514E0CBB9E73192DBE23808C9A,Food Material,Materiale Alimentare
21427B3541774521196970B5FF724871,Food Materials,Materiali Alimentari
484A7BA7448AF2935131E0B8E599C1E1,Forklift,Carrello elevatore
B04D7A534F3B9E27DF700EA8408A9CD5,"From Ashes, We Rise","Dalle Ceneri, Noi Sorgiamo"
CD4731D0433F3D00D2D600942419757D,"From Darkness, Light","Dalla Oscurità, Luce"
6EE68BBB41CDFAA8E88CCF86F041CEA2,Frontier explorer,Esploratore di Frontiera
FFDD530C496C1DC387FFEDA703D75310,Gain access and enter the Hall of Humanity,Ottieni accesso e entra nella Sala dell'Umanità
F67A8CD24BFAE32723B76BB99343FBD0,Gain access to the Seed Vault,Ottieni accesso al Vault dei Semi
CED1261745F9B2C9707669AF9E3C4BD2,Gas boiler part,Parte della caldaia a gas
92C9A60F449F8284184A55ACE1B3228C,Generates electricity from sunlight,Genera elettricità dalla luce solare
346D411E42422F36AC80699E2B447ED2,Generators,Generatori
D50FADA148E259681CDE15A28B503140,Generators,Generatori
530659854BA2E51F10616F8D843CDB0C,Gift From Above,Dono dall'Alto
714CFB4B435DBA43BE43508EAF6748A1,Gigantism Gene,Gene del Gigantismo
39AB3E7648A2457EFB8754B4104F086A,"Give your child time to grow, and once ready, pick up your human","Dai al tuo bambino il tempo di crescere e, una volta pronto, prendi il tuo umano"
F8874E00418173014ED971A445F3B442,"Give your child time to grow, and once ready, pick up your human","Dai al tuo bambino il tempo di crescere e, una volta pronto, prendi il tuo umano"
E22D439D4D34B4BA1649A59943478BBF,Glass Bench,Panca di Vetro
2817A1CB485CC95D845E3187740209DE,Glass Table,Tavolo di Vetro
1EE1B9F6481AD8C1348F37AC9FA108CF,Gourmet Flowers,Fiori Gourmet
0CE282CA4BD81F4FB6BF8CAD9265A46D,Grenade,Granata
8D6D9CB44BC9CBA0BF0FFDBE283F2206,Grenade,Granata
EFA439314F0130B83F61A7AA2E448227,Grenades,Granate
6D0EA31D477FBB2E5450D6976FD5EC2D,Groundhog, Marmotta
5E247ACD4C552D3DBA0CE2A97A83D076,Grow 50 trees to full Maturity,Fai crescere 50 alberi fino alla piena maturità
94EFB01245DA6DAE52B9ABB9F1498F15,Grow a Cultural Archivist,Fai crescere un Archivista Culturale
CB639D06424977B13FB2D39ADAE31167,Grow a Field Research Scientist,Fai crescere uno Scienziato di Ricerca sul Campo
2284ACA747B083C8493758BD706686F6,Grow a Systems Engineer,Fai crescere un Ingegnere di Sistemi
861E7BF4485A8630823D3C9C17308D2B,Growing and arranging edible blooms,Fioritura e disposizione di fiori commestibili
2FE11FFF46CF70FD38BA39B9BCA85099,Growth Specialist,Specialista della Crescita
7C3F13E34EFA9690A181D3999FCAE114,Guard,Guardia
36E4ED45459D31312043EAAD9ABA7221,Guardian of Humanity,Guardiano dell'Umanità
195E8D174A1D53D23C4BBEB135F1F291,Guiding Light,Luce Guida
1F7230F34DB11D9CC85F03889AB4AE42,Guitar,Chitarra
BA54A65C4937FBEDDD423B8AFEDC2A27,Habitat Node 03 X,Nodo Habitat 03 X
324932884E1F4163ED2262AFB393E3FD,"Handles basic medical care, first aid, and patient support in a space station. Provides routine checkups and assists in emergency situations.","Gestisce le cure mediche di base, il primo soccorso e il supporto ai pazienti in una stazione spaziale. Fornisce controlli di routine e assiste in situazioni di emergenza."
83754B6C4F2B19EB86FD8AAADC8D15A5,Handles routine inspections and repairs of mechanical systems. Requires minimal physical work with light doors and carrying one tool at a time.," ""Gestisce ispezioni di routine e riparazioni di sistemi meccanici. Richiede un lavoro fisico minimo con porte leggere e il trasporto di un solo strumento alla volta."""
4E1D2261427A923B7D7E49832BC9E0F5,Haul Mastery,Maestro del Trasporto
0F58D30649AD53AFDFA159A89B85D228,Have a nice day Caretaker.,"Buona giornata, Custode."
10BA73D541333386EC459682C756E589,Have a nice day Caretaker.,"Buona giornata, Custode."
8BA6A290482B40758AA0448A3C8DF02F,Have a nice day Caretaker.,"Buona giornata, Custode."
FC7B76DF400A41E81FFDFDB07F4B29EF,Head armor,Armatura per la testa
66F886A94D61BFE41A81E2B806D21172,Head armor light,Armatura leggera per la testa
5804B20146B1DFE3A7A17ABE3C2FED76,Head to the Relay Control Room,Nodo Habitat 03 X
F09237DA4210C2289EB5EC92AFFDDE5E,Head to the roof of the Lazarus Complex and restore power to gain entry to the Hall of Humanity.,Dirigiti verso il tetto del Complesso Lazarus e ripristina l'alimentazione per accedere alla Sala dell'Umanità.
7152DE364F24F3E8391AB891859CCF92,Head towards the Docks Outlet,Dirigiti verso l'Outlet dei Docks
4B7A1D3F4C7C770BBA85DEABD6A9BF65,Health,Salute
4A724CD841B81A8EADFE939301AE5A19,Health Assistant,Assistente Sanitario
AB2585BC40E8E2B1CF931588459E935E,Heavy Chest Armor,Armatura Pesante per il Torace
BD7244854512C866C505408435911968,Heavy Head Armor,Armatura Pesante per la Testa
215DEC3E43F24047648195B4849BBA9E,Heavy Legs Armor,Armatura Pesante per le Gambe
0CC531754A3F649B1430508ABA5C9392,Heavy duty armor. Reduces damage taken.,Armatura pesante. Riduce i danni subiti.
8D7E764342D007C3A216F5B9742A66F2,Heavy duty armor. Reduces damage taken.,Armatura pesante. Riduce i danni subiti.
B6040AE44B8A6515B05DD98DF9AC026C,Heavy duty armor. Reduces damage taken.,Armatura pesante. Riduce i danni subiti.
BB7D0888409716C9ADF4F4AC26913D5A,Heavy duty armor. Reduces damage taken.,Armatura pesante. Riduce i danni subiti.
FBE1787E4CEC96E51D9151A0EA30F2A5,Heavy duty armor. Reduces damage taken.,Armatura pesante. Riduce i danni subiti.
8EF80E824AB73DE341B95388A7758155,Heavy head armor,Armatura Pesante per la Testa
19C1517546BE009CF60914B4F2F1D3A8,Height,Altezza
0F9820734EF3D577A2648685DF26E6A4,"Helps by keeping manuals upright so others can read them, ensuring instructions are easily accessible and followed during operations. Some physical presence is required for long-standing sessions.","Aiuta a mantenere i manuali in posizione verticale in modo che altri possano leggerli, garantendo che le istruzioni siano facilmente accessibili e seguite durante le operazioni. È necessaria una presenza fisica per sessioni prolungate."
EB3005D04FE9CFB7D7447C8636840144,"Hostile entities may have appeared in the world while you were briefly offline. Use of force is cautiously recommended, but avoidance may also be possible.<lf><lf>Hostile Entities<lf><lf>Cocoons<lf>Entities of unknown origin and nature. They exist in several forms: green, white, and dark. Cocoons typically grow tentacles around themselves and store hostile entities within.<lf><lf>White crawler and spitter.<lf>Small, spherical robotic entities. Attracted to electricity, harmless if avoided.<lf><lf>Night crawler and spitter<lf>Emerging from ocean depths, these entities reside within cocoons. Can be defeated through brute force or exposure to intense light.<lf><lf>Green crawler and spitter<lf>Primarily biomass-based. Aggressive—exercise caution!<lf><lf>Roller Bois<lf>Rolling robotic entities armed with bullets. Highly aggressive—engage carefully.<lf><lf>Laserbob<lf>A larger, more dangerous variant of Roller Bois. Extremely hazardous; avoidance strongly advised. Use powerful ammunition if engagement becomes unavoidable.<lf><lf>Talon Shark(tm)<lf>Bio-cybernetic guardian enhanced with structural armor and distinct orange identification lights. Patrols and safeguards critical underwater zones. Approach cautiously—though primarily defensive, these creatures may hold nutritional value under controlled conditions.<lf><lf>Sentinel Mine<lf>Underwater defensive mine deployed by MOSES. Explodes on contact; identifiable by bright red detonators.<lf>","Entità ostili potrebbero essere apparse nel mondo mentre eri brevemente offline. L'uso della forza è cautamente raccomandato, ma anche l'evitamento potrebbe essere possibile.<cf><cf>Entità Ostili<cf><cf>Bozzoli<cf>Entità di origine e natura sconosciute. Esistono in diverse forme: verde, bianca e scura. I bozzoli tipicamente crescono tentacoli intorno a se stessi e immagazzinano entità ostili al loro interno.<cf><cf>Strisciante e sputafuoco bianco.<cf>Piccole entità robotiche sferiche. Attratte dall'elettricità, innocue se evitate.<cf><cf>Strisciante e sputafuoco notturno<cf>Emergendo dalle profondità oceaniche, queste entità risiedono all'interno dei bozzoli. Possono essere sconfitti con la forza bruta o l'esposizione a una luce intensa.<cf><cf>Strisciante e sputafuoco verde<cf>Principalmente a base di biomassa. Aggressivo—esercitare cautela!<cf><cf>Roller Bois<cf>Entità robotiche rotolanti armate di proiettili. Altamente aggressive—ingaggiare con cautela.<cf><cf>Laserbob<cf>Una variante più grande e pericolosa dei Roller Bois. Estremamente pericoloso; si consiglia vivamente di evitarlo. Usa munizioni potenti se l'ingaggio diventa inevitabile.<cf><cf>Talon Shark(tm)<cf>Guardiano bio-cibernetico potenziato con armatura strutturale e distinti luci di identificazione arancioni. Pattuglia e salvaguarda zone critiche subacquee. Avvicinarsi con cautela—anche se principalmente difensivo, queste creature possono avere valore nutrizionale in condizioni controllate.<cf><cf>Mina Sentinella<cf>Mina difensiva subacquea dispiegata da MOSES. Esplode al contatto; identificabile dai detonatori rosso brillante.<cf>"
DD0230744EB9BE4C9AEAE286501CC3C2,Hostile situations,Situazioni ostili
D9D98D3E4C20E9548413D390BA384138,"Humanity’s future lies beyond Earth's grasp. Prepare the rocket for departure by fueling it with methane, supplying oxygen for combustion, powering essential systems, and confirming all launch checks are green. Each step brings humanity closer to the stars.","Il futuro dell'umanità si trova oltre la portata della Terra. Prepara il razzo per la partenza rifornendolo di metano, fornendo ossigeno per la combustione, alimentando i sistemi essenziali e confermando che tutti i controlli di lancio sono verdi. Ogni passo avvicina l'umanità alle stelle."
00990BC74A345D792729F1AE2EEF7B84,Hydration,Idratazione
96219F7D40075F8FBB6546B09EBC0C6F,Hypothermia,Ipotermia
2F97871944AD1B69609F389827F50EB7,Ignition part of a grenade,Parte di accensione di una granata
6D6869994FE3F3EF7D0E319AD1191DB8,Ignition part of a grenade,Parte di accensione di una granata
7D7FA8DA474AE9D6750BDCB5665680CB,Ignition part of a grenade,Parte di accensione di una granata
EDC13BCC4BA4B0378088BCA27E66D77B,Improved Hydraulics,Idraulica Migliorata
A78BBD7440B84089450126AF592BF3D6,Increases carry weight by {0},Aumenta il peso trasportabile di {0}
1C8B83C644D418556917959DF9D85C76,Increases internal battery capacity by {0},Aumenta la capacità della batteria interna di {0}
CA6C5A734C405C8B109DC684E1723B64,Increases lifting capacity by {0} and efficiency by {1},Aumenta la capacità di sollevamento di {0} e l'efficienza di {1}
6BD9241F4E597DD5157FFFB37B7E3936,Increases pressure capacity around {0},Aumenta la capacità di pressione intorno a {0}
228DE97E4D877A6A39FD1AB198D92008,Increases vitality by {0},Aumenta la vitalità di {0}
EB197504406C05AFBCE98FA30505165F,Initialize the Growing Process,Inizializza il Processo di Crescita
831ABB574B09FB9A995B69A1032A2866,"Initialize the Human Growth - Provide Fresh Water, Memories & Food, then retrieve once fully grown.","Inizializza la Crescita Umana - Fornisci Acqua Fresca, Memorie e Cibo, poi recupera una volta completamente cresciuto."
D3BE7E1E465DEDF6EE52EAA9903B33B2,"Initialize the Human Growth - Provide Fresh Water, Memories & Food. The human seed requires time to develop. Carefully monitor the growth process, providing patience and care. Once matured, retrieve your fully grown human to witness humanity's rebirth firsthand.","Inizializza la Crescita Umana - Fornisci Acqua Fresca, Memorie e Cibo. Il seme umano richiede tempo per svilupparsi. Monitora attentamente il processo di crescita, fornendo pazienza e cura. Una volta maturo, recupera il tuo umano completamente cresciuto per assistere alla rinascita dell'umanità in prima persona."
896375BD4101E3EA0343C389C6823E0A,Initialize the growing process,Inizializza il processo di crescita
BD900BCB4AA185C02981E0B897FC75CA,Initialize the growing process,Inizializza il processo di crescita
01D527E64EB89008CA00CE800C257311,Initialize the human growing process - Provide Food and Memories,Inizializza il processo di crescita umana - Fornisci Cibo e Memorie
F64E5C1D4687E4864FE722BBD423AAA0,Initialize the human growing process - Provide Food and Memories,Inizializza il processo di crescita umana - Fornisci Cibo e Memorie
3D543FE84FB44518B51C8B81012C4896,Initialize the human seed growth by providing Fresh water/memories & food.,Inizializza la crescita del seme umano fornendo Acqua Fresca/Memorie e Cibo.
2A26F3C742D3BF2B34FD02965DC486F7,Initiate Rocket Launch,Inizia il Lancio del Razzo
453533954DB26CEDE424E3B82E41ACCC,Initiate humanity’s return to the stars.,Inizia il ritorno dell'umanità alle stelle.
65707E654788A22D2BB8BFA1867AA8D4,Instant language learning through neural tech,Apprendimento linguistico istantaneo attraverso la tecnologia neurale
EDBC244640A87E6D2F0079AB10F2DC0F,Intellect,Intelletto
F79D12A444524506BF7D58B13C44610D,"Intermediate supplier managing significant cargo operations, handling equipment distribution and resource allocation across station sectors. They coordinate supply chains and maintain critical inventory levels.","Fornitore intermedio che gestisce operazioni di carico significative, gestendo la distribuzione delle attrezzature e l'allocazione delle risorse attraverso i settori della stazione. Coordinano le catene di approvvigionamento e mantengono livelli di inventario critici."
61F35B10458A0FD198C3BB8DB9C9533D,Iron Beam,Iron Beam
A5D115ED4CE185043F0BE18545FDB129,Iron Beam,Iron Beam
E8E10B024E4EFF5EA10A0CB077E6AC89,Item,Item
1712CE6C40E166A7803D20BC93A327AA,Items,Items
B337E6D6418852E988E47BB461C16B46,Junk Car,Auto di Rottame
A49CEBC44A194DAB80B75DBA4E0844F9,Keeps doors open and ensures pathways remain clear for safe passage. Focuses on maintaining easy access and quick movement through areas. Physical strength is essential for manual operations.,Mantiene le porte aperte e garantisce che i percorsi rimangano liberi per un passaggio sicuro. Si concentra sul mantenimento di un facile accesso e di un rapido movimento attraverso le aree. La forza fisica è essenziale per le operazioni manuali.
7BEE1C1F4085615DB68441841F99610E,Keyboard,Tastiera
A20D3D5C4AAC4904384B689D7DBC9268,LCD Monitor,Monitor LCD
5CD5249849E48056D0557A90259A3736,Lab Technician,Tecnico di Laboratorio
74D1EE7A4F7185BE4CCE38A1A40F0C78,Language Implants,Impianti Linguistici
F420E9E049FA071DDD1C69B4094CFB28,Large Box,Scatola Grande
7B4A73924A4091ABC71F06B8D442B881,Large Containers,Contenitori Grandi
7FC816AB46CC527C3911D3AFB3F54698,Large Containers,Contenitori Grandi
C81FD06641EAAACD13C5EAAA70D60017,Large Crate,Grande Cassa
80C4E35E445E8EDB554D098825DD4AF0,Large Flame Grenades,Grenate di Fiamma Grandi
ACE53CF8427AB19C995CFD8F6E694051,Large Grenade,Grenata Grande
05C30F484E3EBA13249D4C9BBEA4F0F7,Large Iron Plate,Piastra di Ferro Grande
45767487488E9972E135ADBE483A0B4F,Large Shock Grenade,Grenata di Shock Grande
FA4FEABD4FF269CD15241A8B9A8FE97D,Large shipping container,Contenitore di spedizione grande
BA9BFD62426F8DCC9A97FEBC3EE5CDAC,Laser Sight,Mirino Laser
EB81635C4C4738C6CB569DB4DA6956C5,Laser Sight,Mirino Laser
2B751EF9492860375B7946BC2C665A76,Launch 3 specialist Humans to space,Lancia 3 umani specialisti nello spazio
B981095A48998E295169C3BF877D6F98,Launch the Cultural Archivist to Space,Lancia l'Archivista Culturale nello Spazio
46CFD736469AF50476BF46BD4DEDC53F,Launch the Field Research Scientist to Space,Lancia lo Scienziato di Ricerca sul Campo nello Spazio
972C5E1D40A9FAD0B0ACF4B1CCF604DA,Launch the Systems Engineer to Space,Lancia l'Ingegnere dei Sistemi nello Spazio
BA3E0F42463A0B16741FCC8C00306381,"Lazarus, Come Forth","Lazzaro, Esci"
C7D52A084CF5FA7500D8CD83BA1A8B96,Leadership,Leadership
8FC7359348C3F2CAFF1589BFFCB5EC21,"Leads entire human settlements within space, balancing the needs of various groups while maintaining social harmony and cultural growth.","Guida interi insediamenti umani nello spazio, bilanciando le esigenze di vari gruppi mantenendo l'armonia sociale e la crescita culturale."
8B365BD24AD8C28B5527B288EA20FBB7,"Leads intellectual pursuits, focusing on deep philosophical questions about existence, purpose, and humanity's place in the cosmos. Provides profound insight and guidance. Physical attributes command respect and attention.","Guida le attività intellettuali, concentrandosi su profonde questioni filosofiche sull'esistenza, lo scopo e il posto dell'umanità nel cosmo. Fornisce profonda intuizione e guida. Le caratteristiche fisiche comandano rispetto e attenzione."
56FDF01F495CC825E08A10827704B709,Learn the basics of fabrication and fabricate a LumiLite Solar Panel,Impara le basi della fabbricazione e fabbrica un Pannello Solare LumiLite
316F1FC14C66E24E6A28B8A37648411A,Leg armor,Armatura per le gambe
AE076E3741573116E04AAA94F6475E94,Leg armor,Armatura per le gambe
D593270749E2992AD3DA5FBD5066A590,Leg armor,Armatura per le gambe
D773783C4CAFED082DE892B476E848BE,Leg armor,Armatura per le gambe
3A3B1E9E44127D8AA76EF892AC812ED8,Leisure Pods,Podi Ricreativi
55558586459DF976488CF4BAF2724D44,Level,Livello
B1CFB3BB4CD5B568F86DE7BF40B1E8F0,Level of the unit, livello dell'unità
4014FB5B4455210CB6A41FAD0D2BEE80,Life Expectancy,aspettativa di vita
788825984E6CD0B7216CC497F15BAD18,Light,luce
E17BA6674194566CA145D0A10B6C8C9F,Light,luce
1F11E03A40057822C36DC4B15CD5C46F,Light Chest Armor,Armatura per il Torace Leggera
270891F543821E5A6E5C76934BE08B5D,Light Head Armor,Armatura per la Testa Leggera
0B1A89D941ED2936D5B7AA9D8D450B02,Light Legs Armor,Armatura per le Gambe Leggera
EBCF5EC144B9D6300BED6496A2A4AFF4,Light armor. Reduces damage taken.,Armatura Leggera. Riduce i danni subiti.
D6CDDCD749BA39F780C2B1B09A5BF0AC,Light the way home,Illumina la strada verso casa
836E25C7474BDFF07475739E9BF3E703,Lights,Luci
C4CB30CC48F1D8083DDA688BE43D3810,Lights,Luci
6CC33F2B4F339B93682F6B8AF1E64B47,Like,Simile
C0C044CD4A1A094D998F21BE035BABA7,"Locate a Seed Vault, retrieve a Human Seed and transport it back to the Hall of Humanity.","Trova un Vault dei Semi, recupera un Seme Umano e trasportalo indietro alla Sala dell'Umanità."
DFD623FB4CD144A5EF358F823F2F5850,"Locate a Seed Vault, rumors speak of one hidden to the north","Trova un Vault dei Semi, si dice che ce ne sia uno nascosto a nord"
CBE01F12482DC63FFF951D817182125A,Locate the hidden chamber within the grave.,Trova la camera nascosta all'interno della tomba.
E95826B044648BFDAA8996A85D82D618,Logic,Logica
C5B916CD4D428F8D3E754CB35F7F4137,Logistics High Command,Comando Logistico Superiore
02BD3F05455CEB8F5B13249DB3A2E53C,Long Iron Beam,IBeam in Ferro Lungo
03FE7450450D24D0297C11898C2B65AB,Long Iron Beam,IBeam in Ferro Lungo
88113F2140762F5000B312AFD6A5FB3C,Long Iron Beam,IBeam in Ferro Lungo
A0C2E5C44B8D4F5EDDBC79971CFFFA12,Long Iron Beam,IBeam in Ferro Lungo
38D6752A45CFB0B5BFD8B583B15E8019,Magazine,Rivista
BEDB7B0F4D58B9A809F183BDA414185F,Magazines,Riviste
4533144A4760E3055F9B93BE2DDFB862,"Maintains basic food production units, monitoring simple algae and protein cultures. Their daily work ensures basic sustenance production continues uninterrupted. Height requirement helps reach upper levels of vertical farming units.","Mantiene le unità di produzione alimentare di base, monitorando semplici colture di alghe e proteine. Il loro lavoro quotidiano garantisce che la produzione di sostentamento di base continui senza interruzioni. Il requisito di altezza aiuta a raggiungere i livelli superiori delle unità di agricoltura verticale."
363C6453416A364C6004689F7FEE6357,Maintenance Engineer,Ingegnere della Manutenzione
EC490A2548A35635EC87208D6CCB2603,Make your way to the docking hangar,Dirigiti verso l'hangar di attracco
DD4C044840BF5C4D36D395A44980EDC1,Make your way to the docking hangar to uncover your purpose.,Dirigiti verso l'hangar di attracco per scoprire il tuo scopo.
E44323AA42DD007AADB4208C60B8DE8D,"Manages diverse biomatter production facilities, balancing different nutrient sources and maintaining optimal growth conditions. Ensures variety and quality in the station's food production. Taller stature is needed for manipulating heavy hydroponic systems.","Gestisce diverse strutture di produzione di biomassa, bilanciando diverse fonti di nutrienti e mantenendo condizioni di crescita ottimali. Garantisce varietà e qualità nella produzione alimentare della stazione. È necessaria una statura più alta per manipolare sistemi idroponici pesanti."
8A5E86FE4F397F3520EA099028F08DFF,"Manages essential supplies and equipment across space stations, coordinating multiple teams and maintaining morale through efficient resource distribution.","Gestisce forniture ed equipaggiamenti essenziali attraverso le stazioni spaziali, coordinando più team e mantenendo il morale attraverso una distribuzione efficiente delle risorse."
6C76BF2B4B4E401E1DED8B998D2018BE,Manual Holder,Supporto per Manuale
5914C9D5401EA29AAA3F5DB2C30D42B1,Marine Fender,Parabordo Marino
7CF1F8124DA08F56315A1F84307A475D,Mastering cutting-edge technological systems,Padroneggiare sistemi tecnologici all'avanguardia
AEE67D16424B52E38B33C9939934410F,"Masters the delicate balance of closed-system food production. Their carefully planned biomatter cycles feed entire settlements through perfectly calculated growth algorithms. Every gram of matter is tracked, recycled, and repurposed in their endless pursuit of maximum efficiency. Enhanced physical parameters necessary for withstanding intensive radiation exposure from experimental growth acceleration systems.","Padroneggia il delicato equilibrio della produzione alimentare a sistema chiuso. I loro cicli di biomassa accuratamente pianificati alimentano interi insediamenti attraverso algoritmi di crescita perfettamente calcolati. Ogni grammo di materia è tracciato, riciclato e riutilizzato nella loro incessante ricerca della massima efficienza. Parametri fisici migliorati necessari per resistere a un'intensa esposizione alle radiazioni provenienti da sistemi sperimentali di accelerazione della crescita."
1FB196074C613849A82DD5BB1D394D8D,"Masters the delicate balance of closed-system food production. Their carefully planned biomatter cycles feed entire settlements through perfectly calculated growth algorithms. Every gram of matter is tracked, recycled, and repurposed in their endless pursuit of maximum efficiency. Enhanced physical parameters necessary to oversee entire agricultural systems, managing complex ecological cycles and nutrient chains. Their expertise ensures sustainable food production for large populations. Physical presence is required for long periods in high-pressure growth chambers, standing intensive radiation exposure from experimental growth acceleration systems.","Padroneggia il delicato equilibrio della produzione alimentare a sistema chiuso. I loro cicli di biomassa accuratamente pianificati alimentano interi insediamenti attraverso algoritmi di crescita perfettamente calcolati. Ogni grammo di materia è tracciato, riciclato e riutilizzato nella loro incessante ricerca della massima efficienza. Parametri fisici migliorati necessari per supervisionare interi sistemi agricoli, gestendo complessi cicli ecologici e catene nutritive. La loro esperienza garantisce una produzione alimentare sostenibile per grandi popolazioni. È richiesta una presenza fisica per lunghi periodi in camere di crescita ad alta pressione, sopportando un'intensa esposizione alle radiazioni provenienti da sistemi sperimentali di accelerazione della crescita."
1876A8D74098580233B03F89109C9072,Material,Materiale
1186DC2944C166060C298D880E741DB1,Materials,Materiali
8692985F46D34B4F5CCAB383835026FB,Mattress,Materasso
0D74FAFD478C4B4D05A8BCB27901AF8D,"Measures overall physical power, stamina, and motor control","Misura la potenza fisica complessiva, la resistenza e il controllo motorio"
61FD26A040D2C84B2996CCBA483A1ED0,Meditation AI,AI di Meditazione
B1495C2E4F1903B79EE90D919B3345D5,Medium Chest Armor,Armatura Toracica Media
8E2C37BB4CC25B9250C0E1A1C86B05A4,Medium Head Armor,Armatura per la Testa Media
0EA796AD47236D73A3F8F0BA193185CC,Medium Legs Armor,Armatura per le Gambe Media
93EB117F419CA458B70528A5B68DFE54,Medium duty armor. Reduces damage taken.,Armatura di media durezza. Riduce i danni subiti.
00B87E6D419870F15C37868E59F917BF,Medium head armor,Armatura per la Testa Media
C051B655471601A470AFB6835379D21E,Memories,Memorie
6B8062E34FAAD9845FBF028E8390C91D,Memory,Memoria
AF64BA7241D21B21FC4B429292A5DA9D,Memory Test Large,Test di Memoria Grande
6FF48E594F7684C84E1D6D990E3BD852,Memory Test Medium,Test di Memoria Media
32FF574B4907E474F5AF70BDAA7B9CC8,Memory Test Small,Test di Memoria Piccola
260A37A3428FBD4947364EA744ABE6C0,Metal Barrel,Barile di Metallo
54324F9E4ECD2532F387B3B097A48B62,Metal Barrel,Barile di Metallo
BAA3A39547CF2F6736565087332733FE,Metal Barrel,Barile di Metallo
8CA8BA974C3425D2F81AF998D9D8F482,Metal Canister,Contenitore di Metallo
9750F18B420B4E0331A1ED9ACD0C77FC,Metal Canister,Contenitore di Metallo
50B6F1E34A3068DD78F1B29A516D0260,Metal Container,Contenitore di Metallo
07ACDE0D4627F556C755F6855A84609F,Metal Junk,Rottame Metallico
21A82B054CE1F4C589DEF081BF10AF9E,Metal Junk,Rottame Metallico
28158DC5428AFBC5DA579AA1CE24B378,Metal Junk,Rottame Metallico
60F72CEB4EE4A5EC2DC847B9EC3E634B,Metal Junk,Rottame Metallico
654C3BF6484F5E2C34290F96D798205B,Metal Junk,Rottame Metallico
6CBAF9944407CD36C9DE63989704949B,Metal Junk,Rottame Metallico
7D8B389A40FAE192B29B058323AA02F7,Metal Junk,Rottame Metallico
8844594E46FD1B8986EF619DE40097ED,Metal Junk,Rottame Metallico
8E88CB344736B2D41130C39F5F4EBB34,Metal Junk,Rottame Metallico
993AB2B349E4C816FF170C984DEF6FE1,Metal Junk,Rottame Metallico
9EE438664E94CC349929318D0869DC45,Metal Junk,Rottame Metallico
B60AF3AF457C4CFDE091539F3D91ADE6,Metal Junk,Rottame Metallico
B7F0B600497D9A3D5800C880810E02AE,Metal Junk,Rottame Metallico
C197F2374D0EAD6BDA84118EBB0F4FFA,Metal Junk,Rottame Metallico
CC7AC5FA44D947122B2E209612EC97D1,Metal Junk,Rottame Metallico
D263BD2945CBD050B4C4C596BF13A28F,Metal Junk,Rottame Metallico
DF1D51184074FB3D0DCF3AA5A7A93CBD,Metal Junk,Rottame Metallico
DFB5C5444D301B5BE6A8A18CBA7DDA8F,Metal Junk,Rottame Metallico
EBA4E91B42C50E591CFDE18DAA7379B4,Metal Junk,Rottame Metallico
EDA76B514DE3944A983E3B8D80B393A6,Metal Junk,Rottame Metallico
0A5040F8406BE80056C89B9219D7CD89,Metal Pipe,Tubo di Metallo
2900C9124F97BCB6DD64CEB991952D54,Metal Plate,Piastra di Metallo
37860C3044551B7F50B41FA1447E65DC,Metal Plate,Piastra di Metallo
693A8CFA41B4B7AB32E748BB865AF5A9,Metal Plate,Piastra di Metallo
A6C2EB304F7D639214DD139F834F077E,Metal Trash can,Cestino di Metallo
796E87944FF0926DA5FFB48B73DDB6DC,Mission Seeker,Cercatore di Missioni
